2023-01-01, 8.504315756111112
2023-02-01, 8.521231315000001
2023-03-01, 8.539545316666668
2023-04-01, 8.559238152777777
2023-05-01, 8.580288968333333
2023-06-01, 8.602675737222222
2023-07-01, 8.62637534638889
2023-08-01, 8.65136367861111
2023-09-01, 8.677615697222222
2023-10-01, 8.705105533333333
2023-11-01, 8.733806572777778
2023-12-01, 8.763691540833333
2023-13-01, 8.794732589166667
2023-14-01, 8.826901380833332
2023-15-01, 8.860169172222221
2023-16-01, 8.894506895000001
2023-17-01, 8.929885235277776
2023-18-01, 8.966274707777778
2023-19-01, 9.003645732777779
2023-20-01, 9.041968702222222
2023-21-01, 9.081214049722222
2023-22-01, 9.121352311111112
2023-23-01, 9.162354186944444
2023-24-01, 9.204190595833333
2023-25-01, 9.246832728333334
2023-26-01, 9.290252094444444
2023-27-01, 9.334420568055554
2023-28-01, 9.37931042722222
2023-29-01, 9.424894393055554
2023-30-01, 9.471145659722222
2023-31-01, 9.518037927222222
2023-01-02, 9.565545425833333
2023-02-02, 9.613642938611113
2023-03-02, 9.662305822777778
2023-04-02, 9.711510023888888
2023-05-02, 9.761232090833335
2023-06-02, 9.81144918611111
2023-07-02, 9.862139092777777
2023-08-02, 9.913280221666666
2023-09-02, 9.964851612777778
2023-10-02, 10.016832937222224
2023-11-02, 10.069204495833334
2023-12-02, 10.121947215833334
2023-13-02, 10.175042645833335
2023-14-02, 10.22847295
2023-15-02, 10.28222089888889
2023-16-02, 10.336269861111111
2023-17-02, 10.390603793333332
2023-18-02, 10.445207226944444
2023-19-02, 10.500065256111112
2023-20-02, 10.555163524166668
2023-21-02, 10.610488210277776
2023-22-02, 10.66602601277778
2023-23-02, 10.721764133888888
2023-24-02, 10.777690263888891
2023-25-02, 10.83379256388889
2023-26-02, 10.89005965027778
2023-27-02, 10.946480574444445
2023-28-02, 11.003044808333332
2023-01-03, 11.059742223333334
2023-02-03, 11.116563075277778
2023-03-03, 11.173497984166666
2023-04-03, 11.230537916666668
2023-05-03, 11.287674167222223
2023-06-03, 11.344898340277778
2023-07-03, 11.402202332222224
2023-08-03, 11.459578310833333
2023-09-03, 11.51701870111111
2023-10-03, 11.5745161625
2023-11-03, 11.632063572777778
2023-12-03, 11.689654010555557
2023-13-03, 11.747280736666665
2023-14-03, 11.804937175555555
2023-15-03, 11.862616897777778
2023-16-03, 11.920313603333334
2023-17-03, 11.978021102222222
2023-18-03, 12.035733298611111
2023-19-03, 12.093444171944443
2023-20-03, 12.151147760833334
2023-21-03, 12.208838145
2023-22-03, 12.266509428611112
2023-23-03, 12.324155723333332
2023-24-03, 12.381771130555556
2023-25-03, 12.439349725277777
2023-26-03, 12.496885539444445
2023-27-03, 12.554372544722222
2023-28-03, 12.61180463638889
2023-29-03, 12.669175616111112
2023-30-03, 12.726479175833333
2023-31-03, 12.783708881944444
2023-01-04, 12.840858157777777
2023-02-04, 12.897920268611111
2023-03-04, 12.954888304444443
2023-04-04, 13.011755165277776
2023-05-04, 13.068513543333333
2023-06-04, 13.125155908611111
2023-07-04, 13.181674492500001
2023-08-04, 13.2380612725
2023-09-04, 13.294307957222223
2023-10-04, 13.350405969444445
2023-11-04, 13.406346432777777
2023-12-04, 13.462120155833333
2023-13-04, 13.5177176175
2023-14-04, 13.573128953055555
2023-15-04, 13.628343939722221
2023-16-04, 13.6833519825
2023-17-04, 13.738142102777777
2023-18-04, 13.792702921666665
2023-19-04, 13.847022650277777
2023-20-04, 13.901089078055556
2023-21-04, 13.954889559166666
2023-22-04, 14.008411002777779
2023-23-04, 14.061639863611111
2023-24-04, 14.114562130833331
2023-25-04, 14.167163321666667
2023-26-04, 14.219428471944443
2023-27-04, 14.271342130555555
2023-28-04, 14.322888352222224
2023-29-04, 14.374050695277777
2023-30-04, 14.424812216666668
2023-01-05, 14.475155470833334
2023-02-05, 14.525062508611112
2023-03-05, 14.574514879166665
2023-04-05, 14.623493630833334
2023-05-05, 14.67197931777778
2023-06-05, 14.719952003333333
2023-07-05, 14.767391270555555
2023-08-05, 14.814276230555555
2023-09-05, 14.860585535277776
2023-10-05, 14.906297391666667
2023-11-05, 14.951389577222223
2023-12-05, 14.995839460833334
2023-13-05, 15.0396240225
2023-14-05, 15.0827198775
2023-15-05, 15.125103302777777
2023-16-05, 15.16675026638889
2023-17-05, 15.20763645861111
2023-18-05, 15.247737326666668
2023-19-05, 15.28702811111111
2023-20-05, 15.325483885833334
2023-21-05, 15.363079600833334
2023-22-05, 15.399790126944445
2023-23-05, 15.435590303055557
2023-24-05, 15.470454985833333
2023-25-05, 15.504359103888891
2023-26-05, 15.537277710000001
2023-27-05, 15.569186039166665
2023-28-05, 15.6000595675
2023-29-05, 15.629874071388889
2023-30-05, 15.658605690555556
2023-31-05, 15.68623099
2023-01-06, 15.712727025277777
2023-02-06, 15.738071405
2023-03-06, 15.762242358888889
2023-04-06, 15.785218800555556
2023-05-06, 15.806980391388889
2023-06-06, 15.827507607777779
2023-07-06, 15.846781800833334
2023-08-06, 15.864785258888888
2023-09-06, 15.88150126638889
2023-10-06, 15.896914163333332
2023-11-06, 15.911009395555556
2023-12-06, 15.923773571111111
2023-13-06, 15.935194503888887
2023-14-06, 15.94526126138889
2023-15-06, 15.953964203611113
2023-16-06, 15.961295017777777
2023-17-06, 15.967246751388888
2023-18-06, 15.971813838333334
2023-19-06, 15.974992118055555
2023-20-06, 15.976778854166668
2023-21-06, 15.977172743333334
2023-22-06, 15.976173920555556
2023-23-06, 15.973783958333334
2023-24-06, 15.97000586138889
